"bldg","y","defects","poor","race.x","floor","dist","borough","numunits","stories","race.y","personrm","housewgt","sequenceno","under6","cd","unitflr2","regext","totincom2","subsidy","housing","poverty","povertyx2","extwin4_2","extflr5_2","intcrack2","inthole2","intpeel_cat","intleak2","duration","board2","struct","old","help","rodent2","foreign","dilap","black_Mean","board2_Mean","foreign_Mean","help_Mean","hispanic_Mean","old_Mean","poverty_Mean","povertyx2_Mean","pubhous_Mean","regext_Mean","struct_Mean","dilap_Mean","ownhous_Mean","duration_Mean","extwin4_2_Mean","extflr5_2_Mean","intcrack2_Mean","inthole2_Mean","intleak2_Mean","vacrate"
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.78,145.43243,206645,1,46,2,0,276600,NA,3,0,0,0,0,0,0,2,1,25,0,1,1,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.17,253.26855,716330,1,46,2,0,15600,NA,3,0,1,0,0,0,0,0,0,28,0,1,1,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.83,197.79454,709781,2,46,2,0,42000,NA,3,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.29,197.79454,785740,1,46,2,0,24000,NA,3,0,1,0,0,0,0,0,0,53,0,1,1,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.78,145.43243,206645,1,46,2,0,276600,NA,3,0,0,0,0,0,0,2,1,25,0,1,1,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.17,253.26855,716330,1,46,2,0,15600,NA,3,0,1,0,0,0,0,0,0,28,0,1,1,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.83,197.79454,709781,2,46,2,0,42000,NA,3,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.29,197.79454,785740,1,46,2,0,24000,NA,3,0,1,0,0,0,0,0,0,53,0,1,1,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.78,145.43243,206645,1,46,2,0,276600,NA,3,0,0,0,0,0,0,2,1,25,0,1,1,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7473,0,0,2.04918032786885,1,2,46,4,1,1,1,0.17,253.26855,716330,1,46,2,0,15600,NA,3,0,1,0,0,0,0,0,0,28,0,1,1,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7486,0,1.01181102362205,2.04918032786885,4,2,46,4,1,1,1,0.14,197.79454,348209,1,46,2,NA,24226,NA,3,0,0,0,NA,0,0,0,NA,42,0,1,1,NA,0,NA,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7486,0,1.01181102362205,2.04918032786885,4,2,46,4,1,1,4,0.44,229.80255,777766,1,46,2,0,35000,NA,3,0,1,0,NA,0,0,0,1,10,0,1,1,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7486,0,1.01181102362205,1.04918032786885,1,2,46,4,1,1,1,0.14,197.79454,348209,1,46,2,NA,24226,NA,3,0,0,0,NA,0,0,0,NA,42,0,1,1,NA,0,NA,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7486,0,1.01181102362205,1.04918032786885,1,2,46,4,1,1,4,0.44,229.80255,777766,1,46,2,0,35000,NA,3,0,1,0,NA,0,0,0,1,10,0,1,1,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7532,0,0,4,1,7,46,4,12,5,1,0.4,185.38993,309398,1,46,7,1,16000,0,2,0,1,0,0,0,0,0,0,25,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7534,0,1,3,1,2,46,4,12,5,1,0.33,240.87666,984841,1,46,2,1,100000,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7537,0,0,1,2,4,46,4,12,5,2,0.5,197.79454,193274,1,46,4,0,193520,NA,3,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7537,0,0,1,2,4,46,4,12,5,1,0.4,206.29505,859553,1,46,4,1,108042,0,2,0,0,0,0,0,0,0,0,36,0,0,0,1,1,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7537,0,0,1,2,4,46,4,12,5,1,0.75,206.29505,506006,1,46,4,NA,64800,NA,3,0,0,0,0,NA,NA,NA,NA,35,0,NA,0,NA,NA,NA,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7537,1,1,3,1,4,46,4,12,5,2,0.5,197.79454,193274,1,46,4,0,193520,NA,3,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7537,1,1,3,1,4,46,4,12,5,1,0.4,206.29505,859553,1,46,4,1,108042,0,2,0,0,0,0,0,0,0,0,36,0,0,0,1,1,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7537,1,1,3,1,4,46,4,12,5,1,0.75,206.29505,506006,1,46,4,NA,64800,NA,3,0,0,0,0,NA,NA,NA,NA,35,0,NA,0,NA,NA,NA,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7537,NA,0.5,1,1,4,46,4,12,5,2,0.5,197.79454,193274,1,46,4,0,193520,NA,3,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7537,NA,0.5,1,1,4,46,4,12,5,1,0.4,206.29505,859553,1,46,4,1,108042,0,2,0,0,0,0,0,0,0,0,36,0,0,0,1,1,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7537,NA,0.5,1,1,4,46,4,12,5,1,0.75,206.29505,506006,1,46,4,NA,64800,NA,3,0,0,0,0,NA,NA,NA,NA,35,0,NA,0,NA,NA,NA,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7538,1,0,1.04918032786885,1,4,46,4,11,5,1,0.33,225.86541,620488,1,46,4,0,50000,NA,3,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7549,0,0,2.04918032786885,2,4,46,4,5,3,2,1,211.79902,850962,1,46,4,NA,28000,NA,4,0,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,3,2,4,46,4,7,2,2,1,212.70642,776104,1,46,3,1,26000,0,4,0,1,0,0,0,0,2,1,6,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,3,2,4,46,4,7,2,2,0.67,195.30713,277320,1,46,4,1,105000,0,2,0,0,0,0,0,0,0,0,22,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,3,2,4,46,4,7,2,2,0.6,212.70642,362901,1,46,4,1,70000,0,2,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,3,2,4,46,4,7,2,4,1,229.80255,616703,1,46,4,1,112500,NA,3,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,1,4,4,46,4,7,2,2,1,212.70642,776104,1,46,3,1,26000,0,4,0,1,0,0,0,0,2,1,6,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,1,4,4,46,4,7,2,2,0.67,195.30713,277320,1,46,4,1,105000,0,2,0,0,0,0,0,0,0,0,22,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,1,4,4,46,4,7,2,2,0.6,212.70642,362901,1,46,4,1,70000,0,2,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,1,4,4,46,4,7,2,4,1,229.80255,616703,1,46,4,1,112500,NA,3,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,3,2,4,46,4,7,2,2,1,212.70642,776104,1,46,3,1,26000,0,4,0,1,0,0,0,0,2,1,6,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,3,2,4,46,4,7,2,2,0.67,195.30713,277320,1,46,4,1,105000,0,2,0,0,0,0,0,0,0,0,22,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,3,2,4,46,4,7,2,2,0.6,212.70642,362901,1,46,4,1,70000,0,2,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,0,3,2,4,46,4,7,2,4,1,229.80255,616703,1,46,4,1,112500,NA,3,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,3,3,2,3,46,4,7,2,2,1,212.70642,776104,1,46,3,1,26000,0,4,0,1,0,0,0,0,2,1,6,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,3,3,2,3,46,4,7,2,2,0.67,195.30713,277320,1,46,4,1,105000,0,2,0,0,0,0,0,0,0,0,22,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,3,3,2,3,46,4,7,2,2,0.6,212.70642,362901,1,46,4,1,70000,0,2,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7553,0,3,3,2,3,46,4,7,2,4,1,229.80255,616703,1,46,4,1,112500,NA,3,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7555,0,0.0118110236220472,3,2,3,46,4,12,5,2,0.33,213.21749,599989,1,46,3,NA,60000,0,2,0,0,0,NA,0,0,0,0,11,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7563,0,1,4,4,4,46,4,11,5,1,1,195.30713,157205,1,46,4,1,38000,0,4,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7563,0,1,4,4,4,46,4,11,5,4,3,194.93944,94528,1,46,4,0,18030,0,2,0,1,0,0,0,0,1,0,10,0,1,0,0,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7563,0,0,2,1,4,46,4,11,5,1,1,195.30713,157205,1,46,4,1,38000,0,4,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7563,0,0,2,1,4,46,4,11,5,4,3,194.93944,94528,1,46,4,0,18030,0,2,0,1,0,0,0,0,1,0,10,0,1,0,0,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,2,1.04918032786885,4,5,46,4,10,5,3,0.6,185.38993,90365,1,46,5,0,43000,NA,3,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,2,1.04918032786885,4,5,46,4,10,5,1,1,206.29505,467751,4,46,5,1,143000,NA,3,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,2,1.04918032786885,4,5,46,4,10,5,4,1,246.6398,554194,1,46,5,1,102000,NA,3,0,0,0,0,0,0,0,1,6,0,0,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,2,1.04918032786885,4,5,46,4,10,5,1,0.6,253.26855,806196,1,46,5,1,98000,NA,3,0,0,0,0,0,0,1,0,27,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,1,1.04918032786885,3,5,46,4,10,5,3,0.6,185.38993,90365,1,46,5,0,43000,NA,3,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,1,1.04918032786885,3,5,46,4,10,5,1,1,206.29505,467751,4,46,5,1,143000,NA,3,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,1,1.04918032786885,3,5,46,4,10,5,4,1,246.6398,554194,1,46,5,1,102000,NA,3,0,0,0,0,0,0,0,1,6,0,0,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,1,1.04918032786885,3,5,46,4,10,5,1,0.6,253.26855,806196,1,46,5,1,98000,NA,3,0,0,0,0,0,0,1,0,27,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,2,1.04918032786885,1,5,46,4,10,5,3,0.6,185.38993,90365,1,46,5,0,43000,NA,3,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,2,1.04918032786885,1,5,46,4,10,5,1,1,206.29505,467751,4,46,5,1,143000,NA,3,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,2,1.04918032786885,1,5,46,4,10,5,4,1,246.6398,554194,1,46,5,1,102000,NA,3,0,0,0,0,0,0,0,1,6,0,0,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,2,1.04918032786885,1,5,46,4,10,5,1,0.6,253.26855,806196,1,46,5,1,98000,NA,3,0,0,0,0,0,0,1,0,27,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,1,1.04918032786885,1,5,46,4,10,5,3,0.6,185.38993,90365,1,46,5,0,43000,NA,3,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,1,1.04918032786885,1,5,46,4,10,5,1,1,206.29505,467751,4,46,5,1,143000,NA,3,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,1,1.04918032786885,1,5,46,4,10,5,4,1,246.6398,554194,1,46,5,1,102000,NA,3,0,0,0,0,0,0,0,1,6,0,0,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7574,0,1,1.04918032786885,1,5,46,4,10,5,1,0.6,253.26855,806196,1,46,5,1,98000,NA,3,0,0,0,0,0,0,1,0,27,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,1,4,46,4,11,5,2,0.75,163.66464,621406,2,46,4,1,109000,0,2,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,1,4,46,4,11,5,1,0.5,206.29505,855588,1,46,4,1,92000,0,2,0,0,0,0,0,0,0,0,22,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,1,4,46,4,11,5,7,1,160.94229,145833,1,46,4,1,0,0,2,1,1,0,0,0,0,0,1,4,0,1,0,NA,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,1,4,46,4,11,5,1,1,213.21749,707858,1,46,4,1,25000,0,2,0,0,0,0,0,0,0,0,4,0,1,0,NA,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,1,5,7,4,46,4,11,5,2,0.75,163.66464,621406,2,46,4,1,109000,0,2,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,1,5,7,4,46,4,11,5,1,0.5,206.29505,855588,1,46,4,1,92000,0,2,0,0,0,0,0,0,0,0,22,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,1,5,7,4,46,4,11,5,7,1,160.94229,145833,1,46,4,1,0,0,2,1,1,0,0,0,0,0,1,4,0,1,0,NA,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,1,5,7,4,46,4,11,5,1,1,213.21749,707858,1,46,4,1,25000,0,2,0,0,0,0,0,0,0,0,4,0,1,0,NA,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,2,4,46,4,11,5,2,0.75,163.66464,621406,2,46,4,1,109000,0,2,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,2,4,46,4,11,5,1,0.5,206.29505,855588,1,46,4,1,92000,0,2,0,0,0,0,0,0,0,0,22,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,2,4,46,4,11,5,7,1,160.94229,145833,1,46,4,1,0,0,2,1,1,0,0,0,0,0,1,4,0,1,0,NA,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,2,4,46,4,11,5,1,1,213.21749,707858,1,46,4,1,25000,0,2,0,0,0,0,0,0,0,0,4,0,1,0,NA,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,1,4,46,4,11,5,2,0.75,163.66464,621406,2,46,4,1,109000,0,2,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,1,4,46,4,11,5,1,0.5,206.29505,855588,1,46,4,1,92000,0,2,0,0,0,0,0,0,0,0,22,0,1,0,1,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,1,4,46,4,11,5,7,1,160.94229,145833,1,46,4,1,0,0,2,1,1,0,0,0,0,0,1,4,0,1,0,NA,0,1,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7579,0,0,3,1,4,46,4,11,5,1,1,213.21749,707858,1,46,4,1,25000,0,2,0,0,0,0,0,0,0,0,4,0,1,0,NA,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7581,0,3,2,2,3,46,4,11,5,2,1,212.70642,736409,2,46,3,1,105000,0,4,0,0,0,0,0,0,2,1,3,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7581,0,3,2,2,3,46,4,11,5,2,0.5,213.21749,118078,1,46,3,1,66000,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
7581,0,1,3,2,3,46,4,11,5,2,1,212.70642,736409,2,46,3,1,105000,0,4,0,0,0,0,0,0,2,1,3,0,1,0,1,0,0,0,0.21,0.03,0.52,0.86,0.12,0.34,0.12,0.3,0.04,0.39,0.86,0.03,0.49,13.59,0.01,0.01,0.02,0,0.16,0.04
