ano,temperatura,pH,milho,sacarose,boa
2000,58,7.51,Comum,11.3,1
2000,65.2,7.34,BRS3046,80.99,0
2000,60.8,7.15,Comum,9.37,1
2000,58.9,7.72,BRS3046,69.15,0
2000,62.5,7.84,BRS3046,69.53,0
2000,51,7.69,BRS3046,6.45,1
2000,58.4,7.56,BRS3046,67.67,0
2000,52.5,7.86,Comum,12.64,1
2000,61.4,7.05,BRS3046,71.32,0
2000,57.7,7.61,BRS3046,64.76,0
2000,58.6,7.32,BRS3046,65.45,0
2001,64.5,7.11,Comum,13.96,1
2001,65.2,7.83,BRS3046,68.94,0
2001,58.6,7.73,BRS3046,72.24,0
2001,53,7.66,BRS3046,66.34,0
2001,61.2,7.68,BRS3046,67.35,0
2001,62,7.76,Comum,10.49,1
2001,63.3,7.19,Comum,65.43,0
2001,61.7,7.55,BRS3046,71.72,0
2001,63.3,7.9,Comum,8.18,1
2001,62.7,7.62,BRS3046,8.25,1
2001,57.2,7.95,Comum,76.4,0
2001,54.3,7.91,BRS3046,73.38,0
2001,64.4,7.47,BRS3046,70.64,0
2001,59.7,7.61,BRS3046,68.89,0
2001,59.4,7.57,BRS3046,77.35,0
2001,58.4,7.81,Comum,7.16,1
2001,57.4,7.59,Comum,7.76,1
2001,59.1,7.81,Comum,10.42,1
2001,53.5,7.91,Comum,10.28,1
2001,58.6,7.51,BRS3046,82.07,0
2001,52.2,7.17,Comum,8.33,1
2001,54.1,7.09,BRS3046,65.3,0
2001,66.1,7.78,BRS3046,59.33,0
2001,59.6,7.04,BRS3046,74.17,0
2001,60,7.73,BRS3046,65.73,0
2001,57.9,7.04,Comum,11.42,1
2001,59.9,7.26,BRS3046,72.57,0
2001,63.4,7.43,BRS3046,80.16,0
2001,60.5,7.83,BRS3046,65.38,0
2001,54.8,7.84,BRS3046,80.21,0
2001,55.9,7.55,Comum,7.53,1
2001,66.4,7.31,Comum,12.53,1
2001,65.1,7.6,Comum,60.23,0
2001,58.8,7.72,BRS3046,82.58,0
2001,63.6,7.35,BRS3046,66.79,0
2001,61.3,7.46,BRS3046,65.26,0
2001,56.1,7.56,BRS3046,86.94,0
2001,59.1,7.86,BRS3046,70.59,0
2001,63.4,7.28,Comum,8.39,1
2001,54.3,7.08,Comum,10.27,1
2001,64.5,7.34,BRS3046,61.83,0
2001,58.2,7.96,BRS3046,65.7,0
2001,63.5,7.69,Comum,10.92,1
2001,59.9,7.94,BRS3046,71.1,0
2001,60.7,7.11,Comum,9.59,1
2001,61.9,7.38,BRS3046,85.52,0
2001,62.7,7.62,BRS3046,70.64,0
2001,58.1,7.49,Comum,7.94,1
2001,62.2,7.27,BRS3046,66.36,0
2001,57.7,7.24,BRS3046,72.64,0
2001,55.2,7.03,BRS3046,76.88,0
2001,62.6,8,BRS3046,64.96,0
2001,61.4,7.06,BRS3046,78.95,0
2001,56.2,7.85,BRS3046,70.3,0
2001,60.2,7.49,Comum,9.8,1
2001,58.7,7.27,BRS3046,62.46,0
2001,57,7.88,Comum,7.98,1
2001,57.2,7.11,BRS3046,64.75,0
2001,56.9,7.68,BRS3046,70.25,0
2001,49.6,7.38,BRS3046,63.55,0
2001,64.8,7.28,Comum,67.3,0
2001,55.7,7.23,BRS3046,84.24,0
2001,55.4,7.34,Comum,8.03,1
2001,57.8,7.72,BRS3046,73.89,0
2001,62.1,7.46,Comum,11.5,1
2001,59.2,7.59,BRS3046,70.56,0
2001,53.8,7.79,Comum,12.58,1
2001,59.8,7.5,BRS3046,61.04,0
2001,55.1,7.66,Comum,16.55,1
2001,61.6,7.82,BRS3046,85.15,0
2001,65.2,7.53,BRS3046,82.21,0
2001,69.9,7.45,BRS3046,67.91,0
2001,69.1,7.82,BRS3046,70.06,0
2001,53.5,7.77,BRS3046,8.31,1
2001,54.2,7.21,Comum,10.76,1
2001,61.4,7.61,Comum,11.41,1
2001,68.2,7.67,BRS3046,69.57,0
2001,58.4,7.46,BRS3046,62.62,0
2001,60.6,7.1,BRS3046,70.1,0
2001,59.9,7.25,BRS3046,68.86,0
2001,56.9,7.64,BRS3046,78.24,0
2001,53.3,7.46,BRS3046,64.61,0
2001,57.5,7.37,BRS3046,83.47,0
2001,62.1,7.21,BRS3046,80.9,0
2001,63.5,7.88,BRS3046,58.92,0
2001,57.2,7.7,BRS3046,66.47,0
2001,59,7.63,BRS3046,70.36,0
2001,60,7.48,Comum,8.46,1
2001,53.2,7.47,Comum,8.94,1
2001,64.5,7.24,BRS3046,68.36,0
2001,56.5,7.81,BRS3046,69.08,0
2001,58.8,7.24,BRS3046,73.48,0
2001,60.1,7.88,BRS3046,73.36,0
2001,65.1,7.72,BRS3046,63.18,0
2001,59.7,7.45,BRS3046,70.28,0
2001,59.4,7.83,BRS3046,69.86,0
2001,61.7,7.32,Comum,58.19,0
2001,61.6,7.36,BRS3046,74.76,0
2001,48,7.79,BRS3046,63.89,0
2001,51,7.85,BRS3046,59.06,0
2001,67,7.29,BRS3046,71.34,0
2001,55.4,7.47,BRS3046,74.47,0
2001,54.6,7.19,Comum,8.42,1
2001,64.9,7.83,BRS3046,72.94,0
2001,61.6,7.56,Comum,79.89,0
2001,56.7,7.94,Comum,9.72,1
2001,63.7,7.74,Comum,70.36,0
2001,64.5,7.68,Comum,11.28,1
2001,59.8,7.84,Comum,6.8,1
2001,55,7.4,BRS3046,70.2,0
2001,65.4,7.5,BRS3046,69.8,0
2001,61.6,7.68,BRS3046,73.17,0
2001,57,7.55,BRS3046,66.02,0
2001,63,7.81,Comum,7.9,1
2001,57.6,7.75,BRS3046,78.82,0
2001,57.7,7.71,Comum,9.82,1
2001,61.6,7.47,BRS3046,72.75,0
2001,52.8,7.22,BRS3046,74.43,0
2001,62.3,7.1,BRS3046,68.51,0
2001,58.5,7.25,BRS3046,64.95,0
2001,62.5,7.8,Comum,8.19,1
2001,62.6,7.67,BRS3046,59.09,0
2001,64.6,7.55,BRS3046,65.15,0
2001,61,7.01,BRS3046,72.94,0
2001,61.4,7.35,Comum,7.97,1
2001,62.4,7.37,BRS3046,64.02,0
2001,56.1,7.87,Comum,10.52,1
2001,52.9,7.37,Comum,10.61,1
2001,63.5,7.96,BRS3046,73.44,0
2001,64,7.66,BRS3046,71.77,0
2001,59.6,7.72,BRS3046,68.68,0
2001,66,7.61,BRS3046,90.53,0
2001,64.7,7.67,BRS3046,82.14,0
2001,66.6,7.3,Comum,9.33,1
2001,66.9,7.76,BRS3046,67.44,0
2001,61.6,7.55,BRS3046,75.4,0
2001,58.8,7.81,Comum,8.35,1
2002,59.6,7.65,BRS3046,65.34,0
2002,56.1,7.38,BRS3046,68.51,0
2002,61.9,7.76,BRS3046,70.75,0
2002,63.4,7.91,BRS3046,74.51,0
2002,62.1,7.11,BRS3046,73.19,0
2002,60.4,7.66,BRS3046,72.58,0
2002,56.3,7.17,BRS3046,88.14,0
2002,66.1,7.21,Comum,10.51,1
2002,47.1,7.99,BRS3046,71.64,0
2002,63.4,7.42,BRS3046,70.1,0
2002,65.1,7.44,BRS3046,69.53,0
2002,59.5,7.48,BRS3046,82.18,0
2002,59.4,7,Comum,10.69,1
2002,61.4,7.71,BRS3046,54.32,0
2002,57.9,7.86,BRS3046,80.46,0
2002,63.8,7.42,Comum,8.35,1
2002,52.2,7.81,BRS3046,69.3,0
2002,59.3,7.24,BRS3046,62.73,0
2002,65.4,7.14,BRS3046,68.34,0
2002,59.3,7.36,Comum,7.4,1
2002,70,7.17,BRS3046,73.6,0
2002,54.7,7.29,Comum,6.45,1
2002,66.1,7.52,BRS3046,67.4,0
2002,61.1,7.32,BRS3046,68.13,0
2002,65.1,7.91,BRS3046,68.62,0
2002,50.9,7.53,Comum,12.7,1
2002,60.3,7.64,BRS3046,64.56,0
2002,58.5,7.74,Comum,8.65,1
2002,59,7.67,Comum,9.69,1
2002,60.3,7.63,BRS3046,61.64,0
2002,55.7,7.3,Comum,15.05,1
2002,58,7.66,BRS3046,81.27,0
2002,58.4,7.49,Comum,7.48,1
2002,61.7,7.44,BRS3046,75.24,0
2002,59.1,7.22,Comum,10.09,1
2002,63.2,7.76,BRS3046,69.86,0
2002,61.5,7.15,BRS3046,59.86,0
2002,67,7.42,Comum,65.56,0
2002,56.2,7.41,BRS3046,69.9,0
2002,56,7.11,BRS3046,66.17,0
2002,53.3,7.87,BRS3046,70.22,0
2002,64.2,7.56,BRS3046,57.27,0
2002,58.8,7.7,BRS3046,66.3,0
2002,53.3,7.95,Comum,11.68,1
2002,61.9,7.39,BRS3046,70.63,0
2002,55.1,7.36,BRS3046,73.76,0
2002,64.3,7.18,BRS3046,62.08,0
2002,64.8,7.61,BRS3046,57.23,0
2002,53,7.74,BRS3046,63.17,0
2002,58.5,7.14,BRS3046,75.63,0
2002,61,7.08,BRS3046,72.53,0
2002,62.1,7.9,Comum,8.77,1
2002,58.3,7.94,BRS3046,67.17,0
2002,57.5,7.61,Comum,12.08,1
2002,59.3,7.85,BRS3046,74.5,0
2002,58.4,7.8,Comum,10.69,1
2002,57.2,7.29,Comum,10.37,1
2002,54,7.3,Comum,10.15,1
2002,61.8,7.2,BRS3046,60.27,0
2002,57.1,7.67,BRS3046,62.09,0
2002,60.7,7.16,BRS3046,75.13,0
2002,55.1,7.84,BRS3046,67.34,0
2002,52,7.05,Comum,9.52,1
2002,60.4,7.12,Comum,65.82,0
2002,61.6,7.71,BRS3046,71.5,0
2002,63.2,7.19,BRS3046,62.34,0
2002,62.4,7.81,BRS3046,73.65,0
2002,59.9,7.4,BRS3046,69.96,0
2002,58.8,7.7,BRS3046,64.9,0
2002,54.8,7.56,Comum,8.16,1
2002,60.1,7.33,BRS3046,64.38,0
2002,56,7.24,Comum,7.97,1
2002,58.8,7.66,Comum,10.66,1
2002,51.6,7.21,BRS3046,76.34,0
2002,62.3,7.04,Comum,64.81,0
2002,61.6,7.4,Comum,9.54,1
2002,59.3,7.62,BRS3046,64.14,0
2002,70.9,7.72,BRS3046,66.44,0
2002,58.3,7.69,Comum,6.87,1
2002,56.4,7.17,Comum,10.68,1
2002,56.7,7.29,BRS3046,75.31,0
2002,57.6,7.83,BRS3046,68.1,0
2002,61,7.55,BRS3046,77.5,0
2002,64.2,7.45,BRS3046,73.13,0
2002,57.2,7.88,Comum,9.09,1
2002,58.8,7.34,BRS3046,67.79,0
2002,57.6,7.23,BRS3046,71.85,0
2002,55.7,7.2,BRS3046,64.43,0
2002,57.9,7.68,BRS3046,65.37,0
2002,56.1,7.94,BRS3046,80.72,0
2002,56.5,7.12,BRS3046,73.35,0
2002,54.2,7.89,BRS3046,76.22,0
2002,62.2,7.37,BRS3046,64.78,0
2002,61.1,7.97,Comum,10.62,1
2002,56.6,7.61,Comum,8.91,1
2002,57.7,7.06,Comum,8.27,1
2002,58.6,7.13,BRS3046,77.68,0
2002,61.9,7.07,Comum,11.13,1
2002,57,7.07,Comum,7.24,1
2002,58.1,7.2,Comum,18.39,1
2002,58,7.63,Comum,7.35,1
2002,64.9,7.84,Comum,10.61,1
2002,61.6,7.28,BRS3046,68.77,0
2002,62.9,7.57,BRS3046,70.82,0
2002,55.1,7.9,BRS3046,73.53,0
2002,54.8,7.51,BRS3046,71.85,0
2002,51,7.24,Comum,9.32,1
2002,62.8,7.79,BRS3046,75.47,0
2002,59.9,7.08,Comum,15.1,1
2002,64.8,7.73,BRS3046,69.69,0
2002,54.7,7.17,Comum,11.15,1
2002,62.7,7.59,BRS3046,59.07,0
2002,57.6,7.59,BRS3046,80.89,0
2002,66.2,7.75,BRS3046,68.63,0
2002,66.1,7.02,Comum,11.08,1
2002,63.6,7.35,BRS3046,74.11,0
2002,65.6,7.8,Comum,10.68,1
2002,62.4,7.97,BRS3046,66.21,0
2002,62.8,7.13,BRS3046,63.09,0
2002,61.7,7.52,BRS3046,71.86,0
2002,60.7,7.67,BRS3046,74.37,0
2002,63.8,7.96,BRS3046,70.54,0
2003,63.2,7.21,BRS3046,66.65,0
2003,70,7.64,BRS3046,68.87,0
2003,54.8,7.79,BRS3046,8.93,1
2003,58.2,7.9,BRS3046,65.07,0
2003,55.9,7.68,Comum,9.19,1
2003,65.6,7.46,Comum,10.64,1
2003,59.1,7.09,BRS3046,76.66,0
2003,54.5,7.86,BRS3046,61.73,0
2003,55.1,7.86,BRS3046,58.34,0
2003,57.3,7.95,BRS3046,69.47,0
2003,62.3,7.14,Comum,61.61,0
2003,64.5,7.44,BRS3046,75,0
2003,60.1,7.22,BRS3046,63.44,0
2003,59.4,7.03,BRS3046,67.89,0
2003,51.8,7.33,BRS3046,63.19,0
2003,60.1,7.54,Comum,12.33,1
2003,62.8,7.33,BRS3046,67.32,0
2003,61.6,7.28,BRS3046,77.71,0
2003,60.9,7.05,BRS3046,74.34,0
2003,66.3,7.14,BRS3046,67.2,0
2003,59.3,7.87,BRS3046,72.22,0
2003,63.6,7.85,BRS3046,67.99,0
2003,55.7,7.33,Comum,11.34,1
2003,60.9,7.56,Comum,8.52,1
2003,62.8,7.76,BRS3046,89.5,0
2003,56.5,7.56,BRS3046,67.68,0
2003,59.7,7.97,Comum,10.11,1
2003,63.3,7.86,BRS3046,69.58,0
2003,62.3,7.17,Comum,9.02,1
2003,61.2,7.27,Comum,16.13,1
2003,66.7,7.29,BRS3046,65.61,0
2003,59.4,7.74,BRS3046,10.04,1
2003,64,7.53,BRS3046,63.59,0
2003,59.8,7.61,Comum,11.58,1
2003,60,7.41,BRS3046,68.27,0
2003,64.9,7.76,Comum,12.51,1
2003,64.9,7.11,BRS3046,63.73,0
2003,58,7.11,BRS3046,76.17,0
2003,56.3,7.98,BRS3046,74.1,0
2003,66.1,7.81,Comum,10.53,1
2003,55.5,7.01,Comum,7.39,1
2003,62.6,7.46,BRS3046,74.46,0
2003,64.1,7.82,Comum,10.17,1
2003,54.5,7.46,Comum,13.34,1
2003,68.2,7.8,BRS3046,65.85,0
2003,59.7,7.17,BRS3046,69.61,0
2003,58.9,7.23,BRS3046,68.35,0
2003,60.8,7.13,Comum,9.09,1
2003,66.2,7.61,BRS3046,70.14,0
2003,63,7.1,BRS3046,63.35,0
2003,54.2,7.64,BRS3046,59.72,0
2003,62.6,7.16,BRS3046,64.68,0
2003,50.6,7.34,BRS3046,72.42,0
2003,61.6,7.56,BRS3046,79.38,0
2003,66.7,7.13,BRS3046,64.96,0
2003,57.6,7.56,BRS3046,65.5,0
2003,57.7,7.95,Comum,11.69,1
2003,62.1,7.57,Comum,9.36,1
2003,63.3,7.37,BRS3046,69.83,0
2003,52.3,7.76,BRS3046,58.61,0
2003,66.8,7.65,Comum,10.44,1
2003,64.7,7.36,BRS3046,71.12,0
2003,59.6,7.36,Comum,10.55,1
2003,59.9,7.24,BRS3046,62.8,0
2003,58.9,7.14,BRS3046,69.34,0
2003,62.5,7.12,Comum,8.61,1
2003,56.5,7.12,Comum,8.59,1
2003,58.9,7.31,BRS3046,10.17,1
2003,58.4,7.72,BRS3046,69.2,0
2003,57.9,7.37,BRS3046,77.17,0
2003,68.2,7.54,Comum,8.37,1
2003,63.1,7.76,BRS3046,66.86,0
2003,52.8,7.37,BRS3046,91.33,0
2003,65.2,7.98,Comum,6.25,1
2003,64.9,7.94,Comum,8.18,1
2003,63.9,7.69,BRS3046,74.7,0
2003,57.1,7.34,BRS3046,61.11,0
2003,60.6,7.08,BRS3046,83.1,0
2003,56.1,7.04,Comum,59.75,0
2003,58.8,7.01,BRS3046,70.39,0
2003,60.8,7.83,Comum,8.18,1
2003,59.5,7.58,BRS3046,70.2,0
2003,58.7,7.95,BRS3046,72.01,0
2003,57.4,7.29,BRS3046,65.56,0
2003,62.4,7.47,BRS3046,77.63,0
2003,57.4,7.31,Comum,9,1
2003,55.4,7.86,BRS3046,73.7,0
2003,59.8,7.43,BRS3046,67.19,0
2003,60.7,7.61,BRS3046,85.83,0
2003,58,7.53,Comum,11.07,1
2003,64.1,7.02,BRS3046,74.98,0
2003,60.1,7.64,BRS3046,66.02,0
2003,60.2,7.83,BRS3046,77.86,0
2003,65.9,7.79,Comum,8.85,1
2003,55.7,7.24,BRS3046,57.54,0
2003,64.3,7.48,BRS3046,72.46,0
2003,65.1,7.11,Comum,10.73,1
2003,58.7,7.93,BRS3046,73.37,0
2003,61.2,7.97,Comum,8.39,1
2003,59.2,7.23,BRS3046,76.74,0
2003,59.4,7.25,BRS3046,67.34,0
2003,53.9,7.64,BRS3046,65.82,0
2003,66.7,7.49,Comum,9.07,1
2003,60.1,7.01,BRS3046,62.63,0
2003,60.4,7.72,BRS3046,76.63,0
2003,59.8,7.14,BRS3046,69.8,0
2003,57.8,7.3,BRS3046,74.24,0
2003,65.1,7.8,BRS3046,71.56,0
2003,58.9,7.26,Comum,10.3,1
2003,55.5,7.8,BRS3046,60.64,0
2003,60.1,7.07,BRS3046,55.53,0
2003,63.5,7.13,BRS3046,71.28,0
2003,61.9,7.14,BRS3046,65.95,0
2003,61.2,7.82,BRS3046,68.96,0
2003,58.5,7.68,BRS3046,71.16,0
2003,57.6,7.2,BRS3046,73.7,0
2003,61,7.59,BRS3046,64.27,0
2003,63.2,7.83,BRS3046,81.84,0
2003,68.4,7.55,BRS3046,62.76,0
2003,59.8,7.44,BRS3046,63.76,0
2003,58.8,7.04,BRS3046,65.97,0
2003,58.4,7.54,BRS3046,59.71,0
2003,58.9,7.73,Comum,9.3,1
2003,56.9,7.87,BRS3046,69.87,0
2003,69.8,7.96,BRS3046,64.8,0
2003,61,7.3,BRS3046,61.73,0
2003,64.2,7.52,BRS3046,68.29,0
2003,56.3,7.82,BRS3046,60.96,0
2003,58.8,7.08,BRS3046,84.27,0
2003,64.3,7.26,BRS3046,64.48,0
2003,52.1,7.12,Comum,7.5,1
2003,61,7.49,Comum,80.44,0
2003,70.7,7.65,BRS3046,71.51,0
2003,57,7.62,Comum,7.08,1
2003,57.4,7.64,BRS3046,61.81,0
2003,54.7,7.83,BRS3046,59.74,0
2003,65.5,7.63,BRS3046,85.88,0
2003,56.4,7.85,BRS3046,68.96,0
2003,61.6,7.21,Comum,10.71,1
2003,54,7.83,BRS3046,64.39,0
2003,61.8,7.85,BRS3046,74.44,0
2003,59.9,7.72,Comum,9.63,1
2003,61.9,7.26,BRS3046,76.27,0
2003,60,7.71,Comum,12.61,1
2003,54,7.75,BRS3046,71.58,0
2004,59.7,7.73,BRS3046,75.64,0
2004,60.4,7.24,Comum,11.05,1
2004,57.2,7.17,BRS3046,74.86,0
2004,64.3,7.35,Comum,8.98,1
2004,61.1,7.23,BRS3046,83.96,0
2004,62.9,7.85,BRS3046,67.98,0
2004,66.6,7.53,BRS3046,76.55,0
2004,57.2,7.3,Comum,7.95,1
2004,51.2,7,BRS3046,83.36,0
2004,56.7,7.35,BRS3046,68.37,0
2004,66.2,7.69,BRS3046,61.91,0
2004,51.2,7.11,BRS3046,66.16,0
2004,65.9,7.66,BRS3046,61.78,0
2004,59.3,7.17,Comum,13.04,1
2004,64,7.8,BRS3046,52.96,0
2004,61.3,7.38,BRS3046,59,0
2004,52.7,7.75,Comum,10.68,1
2004,57.9,7.74,BRS3046,60.36,0
2004,57.8,7.78,BRS3046,76.64,0
2004,61.6,7.87,BRS3046,74.57,0
2004,68,7.96,BRS3046,70.96,0
2004,62.9,7.16,BRS3046,76.17,0
2004,55.2,7.56,BRS3046,69.61,0
2004,61.1,7.97,Comum,8.27,1
2004,63,7.01,Comum,9.65,1
2004,55.7,7.35,BRS3046,61.34,0
2004,61.2,7.02,BRS3046,73.5,0
2004,64.5,7.21,BRS3046,62.16,0
2004,62.9,7.5,BRS3046,69.84,0
2004,54.3,7.17,Comum,10.51,1
2004,61.4,7.38,BRS3046,66.59,0
2004,60.5,7.59,Comum,8.21,1
2004,61.4,7.66,BRS3046,70.65,0
2004,66,7.11,Comum,10.69,1
2004,56.5,7.73,BRS3046,77.88,0
2004,54.1,7.66,BRS3046,65.68,0
2004,63.6,7.24,Comum,11.68,1
2004,58.9,7.58,Comum,7.24,1
2004,60.5,7.63,Comum,10.37,1
2004,58.1,7.23,BRS3046,59.91,0
2004,68.6,7.28,BRS3046,67.08,0
2004,61.5,7.73,BRS3046,68.81,0
2004,60.5,7.77,Comum,7.78,1
2004,50.6,7.54,BRS3046,63.42,0
2004,54.7,7.37,BRS3046,67.94,0
2004,57.1,7.4,BRS3046,71.13,0
2004,62,7.98,BRS3046,60.91,0
2004,63,7.5,BRS3046,57.89,0
2004,60.1,7.87,Comum,11.69,1
2004,60.1,7.48,BRS3046,65.84,0
2004,62.9,7.92,Comum,58.85,0
2004,66.5,7.77,BRS3046,61.84,0
2004,59.5,7.89,BRS3046,78.84,0
2004,60.7,7.47,BRS3046,72.39,0
2004,57.2,7.57,BRS3046,72.15,0
2004,64.1,7.72,BRS3046,71.89,0
2004,62.7,7.25,BRS3046,78.93,0
2004,61.1,7.26,BRS3046,78.96,0
2004,62.7,7.43,Comum,11.25,1
2004,56,7.79,BRS3046,69.93,0
2004,66.2,7.53,Comum,62.24,0
2004,60.9,7.18,Comum,7.02,1
2004,59,7.63,BRS3046,87.2,0
2004,61.1,7.88,BRS3046,81.86,0
2004,55.9,7.53,Comum,10.19,1
2004,61.8,7.49,BRS3046,76.4,0
2004,57.8,7.17,Comum,9.7,1
2004,60.9,7.24,Comum,5.97,1
2004,65.7,7.02,BRS3046,67.55,0
2004,65.2,7.58,Comum,8.08,1
2004,66.1,7.02,BRS3046,76.56,0
2004,61.6,7.87,BRS3046,65.84,0
2004,64.9,7.7,Comum,8.78,1
2004,56.4,7.89,BRS3046,75.24,0
2004,56.7,7.94,BRS3046,60.53,0
2004,62.3,7.08,Comum,16.12,1
2004,60.3,7.39,Comum,10.37,1
2004,60,7.9,BRS3046,67.81,0
2004,61.3,7.16,BRS3046,58.09,0
2004,58,7.97,BRS3046,69.57,0
2004,57.7,7.03,Comum,5.99,1
2004,56.8,7.88,Comum,10.21,1
2004,59.5,7.95,BRS3046,74.72,0
2004,58.8,7.98,Comum,9.64,1
2004,61.9,7.85,Comum,11.41,1
2004,57.5,7.21,BRS3046,66.34,0
2004,57.9,7.28,BRS3046,59.26,0
2004,60.5,7.53,BRS3046,65.38,0
2004,59.2,7.64,Comum,9.04,1
2004,52.4,7.96,BRS3046,72.29,0
2004,59.4,7.05,BRS3046,74.24,0
2004,64,7.05,BRS3046,58.99,0
2004,63.6,7.87,BRS3046,66.57,0
2004,61.9,7.11,Comum,11.49,1
2004,54,7.59,BRS3046,73.64,0
2004,67,7.17,BRS3046,74.09,0
2004,62.6,7.67,BRS3046,74.65,0
2004,56.9,7.73,BRS3046,59.26,0
2004,56.7,7.51,BRS3046,68.7,0
2004,58.5,7.47,BRS3046,70.39,0
2004,54.7,7.91,BRS3046,62.97,0
2004,62.3,7.82,BRS3046,82.13,0
2004,58.1,7.29,BRS3046,65.02,0
2004,64.6,7.28,BRS3046,66.04,0
2004,56.5,7.77,BRS3046,67.11,0
2004,61.5,7.7,BRS3046,63.64,0
2004,59.3,7.54,BRS3046,81.13,0
2004,60.8,7.93,BRS3046,66.94,0
2004,59.7,7.08,Comum,7.31,1
2004,66.3,7.99,BRS3046,74.11,0
2004,60.4,7.94,BRS3046,84.86,0
2004,57.6,7.43,BRS3046,72.72,0
2004,64.7,7.35,Comum,75.53,0
2004,61.8,7.02,BRS3046,67.39,0
2004,51.9,7.93,BRS3046,69.37,0
2004,60.5,7.13,BRS3046,72.85,0
2004,58.4,7.07,BRS3046,75.67,0
2004,53.8,7.41,BRS3046,64.66,0
2004,57.6,7.61,BRS3046,66.74,0
2004,58.6,7.04,Comum,12.92,1
2004,60.7,7.23,BRS3046,69.94,0
2004,62.5,7.48,Comum,7.77,1
2004,57.6,7.35,BRS3046,73.82,0
2004,53.6,7.05,Comum,8.99,1
2004,57.5,7.59,BRS3046,72.92,0
2004,60.5,7.62,Comum,10.01,1
2004,56.1,7.74,BRS3046,84.69,0
2004,62.5,7.85,BRS3046,72.31,0
2004,62.6,7.31,BRS3046,65.71,0
2004,60.3,7.94,Comum,12.44,1
2004,56,7.45,Comum,8.89,1
2004,63.3,7.15,BRS3046,67.76,0
2004,52.9,7.32,BRS3046,84.34,0
2004,55.8,7.92,BRS3046,77.41,0
2005,55.9,7.44,Comum,8.91,1
2005,56.1,7.87,BRS3046,61.39,0
2005,59.5,7.95,BRS3046,64.77,0
2005,71.8,7.73,Comum,7.5,1
2005,65.1,7.64,BRS3046,69.44,0
2005,55.3,7.13,BRS3046,64.6,0
2005,59.9,7.73,BRS3046,68.01,0
2005,59.1,7.64,BRS3046,69.02,0
2005,62.9,7.39,BRS3046,67.91,0
2005,52.8,7.63,BRS3046,77.7,0
2005,57.4,7.83,Comum,16.62,1
2005,54.2,7.94,BRS3046,72.62,0
2005,59.9,7.75,BRS3046,66.08,0
2005,66.6,7.12,BRS3046,67.42,0
2005,55.5,7.35,Comum,7.54,1
2005,66.5,7.38,BRS3046,72.78,0
2005,59.8,7.16,Comum,9.63,1
2005,62,7.18,BRS3046,64.38,0
2005,63.2,7.36,BRS3046,61.2,0
2005,67.9,7.65,Comum,9.43,1
2005,55,7.72,BRS3046,72.78,0
2005,52.1,7.93,Comum,10.82,1
2005,65.3,7.53,BRS3046,77.89,0
2005,61.1,7.2,BRS3046,69.67,0
2005,67.2,7.7,BRS3046,69.15,0
2005,63.3,7.93,BRS3046,74.92,0
2005,54.1,7.31,BRS3046,76.42,0
2005,54.8,7.35,BRS3046,64.08,0
2005,59.7,7.55,Comum,9.43,1
2005,57.8,7.63,BRS3046,68.33,0
2005,57.9,7.88,BRS3046,75.86,0
2005,59,7.58,BRS3046,63.19,0
2005,53.6,7.4,Comum,11.43,1
2005,59.8,7.73,Comum,7.73,1
2005,59.2,7.43,BRS3046,61.08,0
2005,60.5,7.26,Comum,10.93,1
2005,59.5,7.99,BRS3046,81.42,0
2005,56.6,7.58,BRS3046,65.51,0
2005,56,7.27,Comum,9.67,1
2005,63,7.23,BRS3046,81.05,0
2005,57.4,7.83,Comum,7.19,1
2005,64,7.35,Comum,7.19,1
2005,61.5,7.99,BRS3046,84.91,0
2005,55.6,7.49,BRS3046,60.16,0
2005,64,7.6,BRS3046,75.77,0
2005,51.9,7.87,Comum,10.43,1
2005,62.6,7.12,BRS3046,62.09,0
2005,61.5,7.39,Comum,10.69,1
2005,61.4,7.77,BRS3046,65.45,0
2005,61.1,7.47,BRS3046,63.64,0
2005,62.7,7.76,BRS3046,66.7,0
2005,68.3,7.99,Comum,9.42,1
2005,56.5,7.17,BRS3046,62.65,0
2005,59.2,7.04,BRS3046,68.92,0
2005,65.9,7.99,BRS3046,62.63,0
2005,58.2,7.25,Comum,8.08,1
2005,66.3,7.22,BRS3046,63.83,0
2005,60.3,7.93,Comum,7.24,1
2005,58,7.98,BRS3046,9.14,1
2005,62.8,7.6,BRS3046,62.04,0
2005,68.8,7.45,BRS3046,74.22,0
2005,54.2,7.45,BRS3046,70.23,0
2005,61.1,7.27,BRS3046,63.54,0
2005,52.1,7.04,BRS3046,78.96,0
2005,64.4,7.09,BRS3046,81.84,0
2005,58.2,7.57,Comum,11.04,1
2005,53.3,7.92,Comum,6.49,1
2005,60,7.14,BRS3046,79.33,0
2005,58.7,7.59,BRS3046,68.54,0
2005,61.1,7.38,BRS3046,68.95,0
2005,55.8,7.36,BRS3046,68.51,0
2005,53.1,7.8,BRS3046,76.34,0
2005,56.6,7.92,BRS3046,66.58,0
2005,69.6,7.36,BRS3046,75.58,0
2005,62.9,7.85,BRS3046,84.64,0
2005,62.3,7.95,BRS3046,87.22,0
2005,55.7,7.88,Comum,7.12,1
2005,55.6,7.87,BRS3046,61.5,0
2005,68.5,7.55,Comum,7.17,1
2005,58.8,7.28,BRS3046,76.23,0
2005,56.1,7.09,BRS3046,71.61,0
